problem_statement,problem_tags
Consider a tree T that is a connected graph without cycles with n vertices labelled 1 through n We start the following process with T while T has more than one vertex do the following choose a random edge of T equiprobably the chosen edge if the edge was connecting vertices v and u erase both v and u and create a new vertex adjacent to all vertices previously adjacent to either v or u The new vertex is labelled either v or u equiprobably At the end of the process T consists of a single vertex labelled with one of the numbers 1 ldots n For each of the numbers what is the probability of this number becoming the label of the final vertex ,"[0, 0, 0, 1, 0]"
of the array a 1 a 2 dots a 2k 1 of odd number of elements is defined as follows let b 1 b 2 dots b 2k 1 be the elements of the array in the sorted order Then median of this array is equal to b k 1 There are 2n students the i th student has skill level a i It s that all skill levels are distinct Let s define as the median of skill levels of students of the class As a principal of the school you would like to assign each student to one of the 2 classes such that each class has not divisible by 2 The number of students in the classes may be equal or different by your choice Every student has to be assigned to exactly one class Among such partitions you want to choose one in which the absolute difference between skill levels of the classes is minimized What is the minimum possible absolute difference you can achieve ,"[1, 0, 1, 0, 0]"
Let s call an undirected graph G V E if and only if for each edge v u in E GCD v u 1 the greatest common divisor of v and u is 1 If there is no edge between some pair of vertices v and u then the value of GCD v u doesn t matter The vertices are numbered from 1 to V Construct a graph with n vertices and m edges such that it is connected and it contains neither self loops nor multiple edges If there exists no valid graph with the given number of vertices and edges then output If there are multiple answers then print any of them ,"[1, 1, 0, 0, 0]"
Yaroslav has an array that consists of integers In one second Yaroslav can swap two neighboring array elements Now Yaroslav is wondering if he can obtain an array where any two neighboring elements would be distinct in a finite time Help Yaroslav ,"[1, 1, 0, 0, 0]"
Now you get Baby Ehab s first words Given an integer n find the longest subsequence of 1 2 ldots n 1 whose product is 1 modulo n Please solve the problem A sequence b is a subsequence of an array a if b can be obtained from a by deleting some possibly all elements The product of an empty subsequence is equal to 1 ,"[1, 0, 0, 0, 0]"
Modern text editors usually show some information regarding the document being edited For example the number of words the number of pages or the number of characters In this problem you should implement the similar functionality You are given a string which only consists of uppercase and lowercase English letters underscore symbols they are used as separators parentheses both opening and closing It is guaranteed that each opening parenthesis has a succeeding closing parenthesis Similarly each closing parentheses has a preceding opening parentheses matching it For each pair of matching parentheses there are no other parenthesis between them In other words each parenthesis in the string belongs to a matching opening closing pair and such pairs can t be nested For example the following string is valid is a maximal sequence of consecutive letters i e such sequence that the first character to the left and the first character to the right of it is an underscore a parenthesis or it just does not exist For example the string above consists of seven words and Write a program that finds the length of the longest word outside the parentheses print if there is no word outside the parentheses the number of words inside the parentheses print if there is no word inside the parentheses ,"[0, 0, 1, 0, 0]"
Ivan had string consisting of small English letters However his friend Julia decided to make fun of him and hid the string Ivan preferred making a new string to finding the old one Ivan knows some information about the string Namely he remembers that string occurs in string at least times or more he also remembers exactly positions where the string occurs in string these positions are He remembers such strings You are to reconstruct string such that it fits all the information Ivan remembers Strings and string consist of small English letters only ,"[1, 0, 0, 0, 1]"
Two bears are playing tic tac toe via mail It s boring for them to play usual tic tac toe game so they are a playing modified version of this game Here are its rules The game is played on the following field Players are making moves by turns At first move a player can put his chip in any cell of any small field For following moves there are some restrictions if during last move the opposite player put his chip to cell with coordinates in some small field the next move should be done in one of the cells of the small field with coordinates For example if in the first move a player puts his chip to lower left cell of central field then the second player on his next move should put his chip into some cell of lower left field pay attention to the first test case If there are no free cells in the required field the player can put his chip to any empty cell on any field You are given current state of the game and coordinates of cell in which the last move was done You should find all cells in which the current player can put his chip A hare works as a postman in the forest he likes to foul bears Sometimes he changes the game field a bit so the current state of the game could be unreachable However after his changes the cell where the last move was done is not empty You don t need to find if the state is unreachable or not just output possible next moves according to the rules ,"[0, 0, 1, 0, 0]"
You wanted to write a text t consisting of m lowercase Latin letters But instead you have written a text s consisting of n lowercase Latin letters and now you want to fix it by obtaining the text t from the text s Initially the cursor of your text editor is at the end of the text s after its last character In one move you can do one of the following actions press the left button so the cursor is moved to the left by one position or does nothing if it is pointing at the beginning of the text i e before its first character press the right button so the cursor is moved to the right by one position or does nothing if it is pointing at the end of the text i e after its last character press the home button so the cursor is moved to the beginning of the text before the first character of the text press the end button so the cursor is moved to the end of the text after the last character of the text press the backspace button so the character before the cursor is removed from the text if there is no such character nothing happens Your task is to calculate the minimum number of moves required to obtain the text t from the text s using the given set of actions or determine it is impossible to obtain the text t from the text s You have to answer T independent test cases ,"[1, 0, 0, 1, 0]"
You are given the strings a and b consisting of lowercase Latin letters You can do any number of the following operations in any order if a 0 the length of the string a is greater than zero delete the first character of the string a that is replace a with a 2 a 3 ldots a n if a 0 delete the last character of the string a that is replace a with a 1 a 2 ldots a n 1 if b 0 the length of the string b is greater than zero delete the first character of the string b that is replace b with b 2 b 3 ldots b n if b 0 delete the last character of the string b that is replace b with b 1 b 2 ldots b n 1 Note that after each of the operations the string a or b may become empty For example if a and b then you can apply the following sequence of operations delete the first character of the string a Rightarrow a and b delete the first character of the string b Rightarrow a and b delete the first character of the string b Rightarrow a and b delete the last character of the string a Rightarrow a and b delete the last character of the string b Rightarrow a and b For the given strings a and b find the minimum number of operations for which you can make the strings a and b equal Note that empty strings are also equal ,"[0, 0, 1, 0, 0]"
Tony Stark is playing a game with his suits they have auto pilot now He lives in Malibu Malibu has junctions numbered from to connected with roads One can get from a junction to any other junction using these roads graph of Malibu forms a tree Tony has suits There s a special plan for each suit The th suit will appear at the moment of time in the junction and will move to junction using the shortest path between and with the speed roads per second passing a junctions takes no time and vanishing immediately when arriving at if it reaches in time it s available there at moment but not in further moments Also suits move continuously for example if at time it s in the middle of a road Please note that if it means the suit will be at junction number only at moment and then it vanishes An explosion happens if at any moment of time two suits share the same exact location it may be in a junction or somewhere on a road while appearing vanishing or moving Your task is to tell Tony the moment of the the first explosion if there will be any ,"[0, 0, 0, 0, 1]"
Alice is playing a game with her good friend Marisa There are n boxes arranged in a line numbered with integers from 1 to n from left to right Marisa will hide a doll in one of the boxes Then Alice will have m chances to guess where the doll is If Alice will correctly guess the number of box where doll is now she will win the game otherwise her friend will win the game In order to win Marisa will use some unfair tricks After each time Alice guesses a box she can move the doll to the neighboring box or just keep it at its place Boxes i and i 1 are neighboring for all 1 leq i leq n 1 She can also use this trick once before the game starts So the game happens in this order the game starts Marisa makes the trick Alice makes the first guess Marisa makes the trick Alice makes the second guess Marisa makes the trick ldots Alice makes m th guess Marisa makes the trick the game ends Alice has come up with a sequence a 1 a 2 ldots a m In the i th guess she will ask if the doll is in the box a i She wants to know the number of scenarios x y for all 1 leq x y leq n such that Marisa can win the game if she will put the doll at the x th box at the beginning and at the end of the game the doll will be at the y th box Help her and calculate this number ,"[0, 0, 0, 1, 1]"
You are given a tree with n nodes numerated from 0 to n 1 For each k between 0 and n inclusive you have to count the number of unordered pairs u v u neq v such that the of all the node labels in the shortest path from u to v including end points is k The of a sequence of integers is the smallest non negative integer that does not belong to the sequence ,"[0, 1, 1, 0, 0]"
There is a building consisting of 10 000 apartments numbered from 1 to 10 000 inclusive Call an apartment if its number consists of Examples of boring apartments are 11 2 777 9999 and so on Our character is a troublemaker and he calls the intercoms of all apartments till someone answers the call in the following order First he calls all apartments consisting of digit 1 in increasing order 1 11 111 1111 Next he calls all apartments consisting of digit 2 in increasing order 2 22 222 2222 And so on The resident of the boring apartment x answers the call and our character calling anyone further Our character wants to know how many digits he pressed in total and your task is to help him to count the total number of keypresses For example if the resident of boring apartment 22 answered then our character called apartments with numbers 1 11 111 1111 2 22 and the total number of digits he pressed is 1 2 3 4 1 2 13 You have to answer t independent test cases ,"[0, 1, 1, 0, 0]"
Ivan recently bought a detective book The book is so interesting that each page of this book introduces some sort of a mystery which will be explained later The i th page contains some mystery that will be explained on page a i a i ge i Ivan wants to read the whole book Each day he reads the first page he didn t read earlier and continues to read the following pages one by one until all the mysteries he read about are explained and clear to him Ivan stops if there does not exist any page i such that Ivan already has read it but hasn t read page a i After that he closes the book and continues to read it on the following day from the next page How many days will it take to read the whole book ,"[0, 0, 1, 0, 0]"
Vanya is in the palace that can be represented as a grid Each room contains a single chest an the room located in the th row and th columns contains the chest of type Each chest of type contains a key that can open any chest of type and all chests of type are not locked There is exactly one chest of type and it contains a treasure Vanya starts in cell top left corner What is the minimum total distance Vanya has to walk in order to get the treasure Consider the distance between cell the cell in the row and column and is equal to ,"[0, 0, 0, 1, 1]"
Tema decided to improve his ice cream making skills He has already learned how to make ice cream in a cone balls Before his ice cream obsession Tema was interested in mathematics Therefore he is curious about the number of balls he needs to have in order to make n types of ice cream There are plenty possible ice cream flavours 1 2 3 dots Tema can make two balls ice cream with any flavours probably the same Two ice creams are considered different if their sets of ball flavours are different For example 1 2 2 1 but 1 1 neq 1 2 For example having the following ice cream balls 1 1 2 Tema can make only two types of ice cream 1 1 and 1 2 Help Tema answer this question It can be shown that answer always exist ,"[0, 1, 0, 0, 0]"
Tanya is now five so all her friends gathered together to celebrate her birthday There are children on the celebration including Tanya The celebration is close to its end and the last planned attraction is gaming machines There are machines in the hall they are numbered through Each of the children has a list of machines he wants to play on Moreover for each of the machines he knows the exact time he wants to play on it For every machine no more than one child can play on this machine at the same time It is evening already so every adult wants to go home To speed up the process you can additionally rent second copies of each of the machines To rent the second copy of the th machine you have to pay burles After you rent a machine you can use it for as long as you want How long it will take to make every child play according to his plan if you have a budget of burles for renting additional machines There is only one copy of each machine so it s impossible to rent a third machine of the same type The children can interrupt the game in any moment and continue it later If the th child wants to play on the th machine it is allowed after you rent the copy of the th machine that this child would play some part of the time on the th machine and some part of the time on its copy each of these parts could be empty The interruptions and changes take no time and can be performed in any integer moment of time Of course a child can t play on more than one machine at the same time Remember that it is not needed to save money no one saves money at the expense of children happiness it is needed to minimize the latest moment of time some child ends his game ,"[1, 0, 0, 0, 0]"
There are schoolchildren boys and girls lined up in the school canteen in front of the bun stall The buns aren t ready yet and the line is undergoing some changes Each second all boys that stand right in front of girls simultaneously swap places with the girls so that the girls could go closer to the beginning of the line In other words if at some time the th position has a boy and the th position has a girl then in a second the th position will have a girl and the th one will have a boy Let s take an example of a line of four people a boy a boy a girl a girl from the beginning to the end of the line Next second the line will look like that a boy a girl a boy a girl Next second it will be a girl a boy a girl a boy Next second it will be a girl a girl a boy a boy The line won t change any more Your task is given the arrangement of the children in the line to determine the time needed to move all girls in front of boys in the example above it takes 3 seconds Baking buns takes a lot of time so no one leaves the line until the line stops changing ,"[0, 0, 0, 1, 0]"
You have number whose decimal representation quite luckily contains digits 1 6 8 9 Rearrange the digits in its decimal representation so that the resulting number will be divisible by 7 Number doesn t contain any leading zeroes and contains digits 1 6 8 9 it also can contain another digits The resulting number also mustn t contain any leading zeroes ,"[0, 1, 0, 0, 0]"
Petya is a math teacher n of his students has written a test consisting of m questions For each student it is known which questions he has answered correctly and which he has not If the student answers the j th question correctly he gets p j points otherwise he gets 0 points Moreover the points for the questions are distributed in such a way that the array p is a permutation of numbers from 1 to m For the i th student Petya knows that he expects to get x i points for the test Petya wonders how unexpected the results could be Petya believes that the of the results for students is equal to sum limits i 1 n x i r i where r i is the number of points that the i th student has got for the test Your task is to help Petya find such a permutation p for which the of the results is maximum possible If there are multiple answers print any of them ,"[1, 0, 0, 0, 0]"
Lena is the most economical girl in Moscow So when her dad asks her to buy some food for a trip to the country she goes to the best store PriceFixed Here are some rules of that store The store has an infinite number of items of every product All products have the same price 2 rubles per item For every product i there is a discount for experienced buyers if you buy b i items of products not necessarily type i then for all future purchases of the i th product there is a 50 ,"[1, 0, 1, 0, 0]"
Recently Vika was studying her favorite internet resource Wikipedia On the expanses of Wikipedia she read about an interesting mathematical operation bitwise XOR denoted by oplus Vika began to study the properties of this mysterious operation To do this she took an array a consisting of n non negative integers and applied the following operation to all its elements at the same time a i a i oplus a i 1 bmod n Here x bmod y denotes the remainder of dividing x by y The elements of the array are numbered starting from 0 Since it is not enough to perform the above actions once for a complete study Vika repeats them until the array a becomes all zeros Determine how many of the above actions it will take to make all elements of the array a zero If this moment never comes output 1 ,"[0, 1, 0, 1, 0]"
The Greatest Secret Ever consists of words indexed by positive integers from to The secret needs dividing between Keepers let s index them by positive integers from to the th Keeper gets a set of words with numbers from the set Here and below we ll presuppose that the set elements are written in the increasing order We ll say that the if the following conditions are hold for any two indexes the intersection of sets and is an empty set the union of sets is set in each set its elements an arithmetic progression in particular should hold Let us remind you that the elements of set form an arithmetic progression if there is such number that for all fulfills For example the elements of sets and form arithmetic progressions and the elements of sets and don t Your task is to find any partition of the set of words into subsets so that the secret is safe Otherwise indicate that there s no such partition ,"[0, 0, 1, 0, 0]"
You are given a string s consisting of n lowercase Latin letters You have to remove i e zero or one character of this string in such a way that the string you obtain will be lexicographically smallest among all strings that can be obtained using this operation String s s 1 s 2 dots s n is than string t t 1 t 2 dots t m if n m and s 1 t 1 s 2 t 2 dots s n t n or there exists a number p such that p le min n m and s 1 t 1 s 2 t 2 dots s p 1 t p 1 and s p t p For example is smaller than is smaller than is smaller than ,"[1, 0, 0, 0, 0]"
Professor Bajtocy is conducting experiments on alien DNA He has discovered that it is subject to repetitive mutations each mutation happens in the same way some continuous subsequence of the alien DNA becomes active copies itself the copy gets mangled and inserts itself right after the original subsequence The mangled copy of the activated continuous subsequence is formed by first joining all the elements at the even positions in that subsequence and then joining all the elements at the odd ones at the end That is if the activated subsequence consists of 11 elements and represented as its mangled copy is For example if the original sequence was and the mutation happened on the segment that is the activated subsequence is the mutated DNA is The mangled copy of the activated subsequence is marked with bold font Professor Bajtocy has written down the original DNA sequence and the mutations that sequentially happened to it and he now asks you to recover the first elements of the DNA sequence after all the mutations ,"[0, 0, 0, 0, 1]"
You are given n 1 integers a 1 a 2 dots a n 1 Your task is to construct an array b 1 b 2 dots b n such that every integer from 0 to n 1 appears in b exactly once for every i from 1 to n 1 b i oplus b i 1 a i where oplus denotes the bitwise XOR operator ,"[0, 1, 0, 0, 1]"
The development of a text editor is a hard problem You need to implement an extra module for brackets coloring in text Your editor consists of a line with infinite length and cursor which points to the current character Please note that it points to only one of the characters and not between a pair of characters Thus it points to an index character The user can move the cursor left or right one position If the cursor is already at the first leftmost position then it does not move left Initially the cursor is in the first leftmost character Also the user can write a letter or brackets either or to the position that the cursor is currently pointing at A new character always overwrites the old value at that position Your editor must check whether the current line is the Text is correct if the brackets in them form the Formally correct text CT must satisfy the following rules any line without brackets is CT the line can contain whitespaces If the first character of the string is the last is and all the rest form a CT then the whole line is a CT two consecutively written CT is also CT Examples of correct texts Examples of incorrect texts The user uses special commands to work with your editor Each command has its symbol which must be written to execute this command The correspondence of commands and characters is as follows move the cursor one character to the left remains in place if it already points to the first character move the cursor one character to the right any lowercase Latin letter or bracket or write the entered character to the position where the cursor is now For a complete understanding take a look at the first example and its illustrations in the note below You are given a string containing the characters that the user entered For the brackets coloring module s work after each command you need to check if the current text in the editor is a correct text if it is print the least number of colors that required to color all brackets If two pairs of brackets are nested the first in the second or vice versa then these pairs of brackets should be painted in colors If two pairs of brackets are not nested then they can be painted in different or the same colors For example for the bracket sequence the least number of colors is 2 and for the bracket sequence is 3 Write a program that prints the minimal number of colors after processing each command ,"[0, 0, 1, 0, 1]"
Our beloved detective Sherlock is currently trying to catch a serial killer who kills a person each day Using his powers of deduction he came to know that the killer has a strategy for selecting his next victim The killer starts with two potential victims on his first day selects one of these two kills selected victim and replaces him with a new person He repeats this procedure each day This way each day he has two potential victims to choose from Sherlock knows the initial two potential victims Also he knows the murder that happened on a particular day and the new person who replaced this victim You need to help him get all the pairs of potential victims at each day so that Sherlock can observe some pattern ,"[0, 0, 1, 0, 0]"
You are given a square matrix of size n Every row and every column of this matrix is a permutation of 1 2 ldots n Let a i j be the element at the intersection of i th row and j th column for every 1 leq i j leq n Rows are numbered 1 ldots n top to bottom and columns are numbered 1 ldots n left to right There are six types of operations cyclically shift all columns to the right formally set the value of each a i j to a i j 2 bmod n 1 cyclically shift all columns to the left formally set the value of each a i j to a i j bmod n 1 cyclically shift all rows down formally set the value of each a i j to a i 2 bmod n 1 j cyclically shift all rows up formally set the value of each a i j to a i bmod n 1 j replace the permutation read left to right in each row with its inverse replace the permutation read top to bottom in each column with its inverse Inverse of a permutation p 1 p 2 ldots p n is a permutation q 1 q 2 ldots q n such that p q i i for every 1 leq i leq n One can see that after any sequence of operations every row and every column of the matrix will still be a permutation of 1 2 ldots n Given the initial matrix description you should process m operations and output the final matrix ,"[0, 1, 0, 0, 0]"
You are given two lists of segments al 1 ar 1 al 2 ar 2 dots al n ar n and bl 1 br 1 bl 2 br 2 dots bl n br n Initially all segments al i ar i are equal to l 1 r 1 and all segments bl i br i are equal to l 2 r 2 In one step you can choose one segment either from the first or from the second list and extend it by 1 In other words suppose you ve chosen segment x y then you can transform it either into x 1 y or into x y 1 Let s define a total intersection I as the sum of lengths of intersections of the corresponding pairs of segments i e sum limits i 1 n text intersection length al i ar i bl i br i Empty intersection has length 0 and length of a segment x y is equal to y x What is the minimum number of steps you need to make I greater or equal to k ,"[1, 1, 1, 0, 0]"
You have n lamps numbered from 1 to n Initially all the lamps are turned off You also have n buttons The i th button toggles all the lamps whose index is a multiple of i When a lamp is toggled if it was off it turns on and if it was on it turns off You have to press some buttons according to the following rules You have to press at least one button You cannot press the same button multiple times You are given m pairs u i v i If you press the button u i you also have to press the button v i at any moment not necessarily after pressing the button u i Note that if you press the button v i you don t need to press the button u i You don t want to waste too much electricity Find a way to press buttons such that at the end at most lfloor n 5 rfloor lamps are on or print 1 if it is impossible ,"[0, 1, 0, 0, 0]"
For an array b of n integers the of this array is the minimum number of times possibly zero the following operation has to be performed to make b Select an index i such that 1 le i le b where b is the current length of b Replace b i with two elements x and y such that x and y both are integers and x y b i This way the array b changes and the next operation is performed on this modified array For example if b 2 4 3 and index 2 gets selected then the possible arrays after this operation are 2 underline 1 underline 3 3 2 underline 2 underline 2 3 or 2 underline 3 underline 1 3 And consequently for this array this single operation is enough to make it non decreasing 2 4 3 rightarrow 2 underline 2 underline 2 3 It s easy to see that every array of positive integers can be made non decreasing this way YouKn0wWho has an array a of n integers Help him find the sum of of all nonempty subarrays of a modulo 998 244 353 If a subarray appears in a multiple times its extreme value should be counted the number of times it appears An array d is a subarray of an array c if d can be obtained from c by deletion of several possibly zero or all elements from the beginning and several possibly zero or all elements from the end ,"[1, 1, 0, 1, 0]"
Have you ever played Hanabi If not then you ve got to try it out This problem deals with a simplified version of the game Overall the game has 25 types of cards 5 distinct colors and 5 distinct values Borya is holding cards The game is somewhat complicated by the fact that everybody sees Borya s cards except for Borya himself Borya knows which cards he has but he knows nothing about the order they lie in Note that Borya can have multiple identical cards and for each of the 25 types of cards he knows exactly how many cards of this type he has The aim of the other players is to achieve the state when Borya knows the color and number value of each of his cards For that other players can give him hints The hints can be of two types color hints and value hints A color hint goes like that a player names some color and points at all the cards of this color Similarly goes the value hint A player names some value and points at all the cards that contain the value Determine what minimum number of hints the other players should make for Borya to be certain about each card s color and value ,"[0, 0, 1, 0, 0]"
So the Beautiful Regional Contest BeRC has come to an end n students took part in the contest The final standings are already known the participant in the i th place solved p i problems Since the participants are primarily sorted by the number of solved problems then p 1 ge p 2 ge dots ge p n Help the jury distribute the gold silver and bronze medals Let their numbers be g s and b respectively Here is a list of requirements from the rules which all must be satisfied for each of the three types of medals at least one medal must be awarded that is g 0 s 0 and b 0 the number of gold medals must be strictly less than the number of silver and the number of bronze that is g s and g b but there are no requirements between s and b each gold medalist must solve strictly more problems than any awarded with a silver medal each silver medalist must solve strictly more problems than any awarded a bronze medal each bronze medalist must solve strictly more problems than any participant not awarded a medal the total number of medalists g s b should not exceed half of all participants for example if n 21 then you can award a maximum of 10 participants and if n 26 then you can award a maximum of 13 participants The jury wants to reward with medals the total number participants i e to maximize g s b so that all of the items listed above are fulfilled Help the jury find such a way to award medals ,"[1, 0, 1, 0, 0]"
Natasha is planning an expedition to Mars for n people One of the important tasks is to provide food for each participant The warehouse has m daily food packages Each package has some food type a i Each participant must eat exactly one food package each day Due to extreme loads each participant must eat the same food type throughout the expedition Different participants may eat different or the same types of food Formally for each participant j Natasha should select his food type b j and each day j th participant will eat one food package of type b j The values b j for different participants may be different What is the maximum possible number of days the expedition can last following the requirements above ,"[0, 0, 1, 0, 0]"
Recently Ivan the Fool decided to become smarter and study the probability theory He thinks that he understands the subject fairly well and so he began to behave like he already got PhD in that area To prove his skills Ivan decided to demonstrate his friends a concept of random picture A picture is a field of n rows and m columns where each cell is either black or white Ivan calls the picture random if for every cell it has one adjacent cell of the same color Two cells are considered adjacent if they share a side Ivan s brothers spent some time trying to explain that it s not how the randomness usually works Trying to convince Ivan they want to count the number of different random according to Ivan pictures Two pictures are considered different if at least one cell on those two picture is colored differently Since the number of such pictures may be quite large print it modulo 10 9 7 ,"[0, 1, 0, 1, 0]"
You are given a binary string s You have to cut it into any number of non intersecting substrings so that the sum of binary integers denoted by these substrings is a power of 2 Each element of s should be in exactly one substring ,"[0, 1, 0, 0, 0]"
Consider the following equation where sign represents the integer part of number Let s find all integer for which this equation is in positive integers The phrase unsolvable in positive integers means that there are no such positive integers and for which the given above equation holds Let s write out all such in the increasing order and so on Your task is given the number find the number ,"[0, 1, 0, 0, 0]"
Let f x be the sum of digits of a decimal number x Find the smallest non negative integer x such that f x f x 1 dots f x k n ,"[1, 0, 0, 1, 0]"
Today is an important day for chef Tonio an auditor has arrived in his hometown of Morioh He has also arrived at Tonio s restaurant and ordered dessert Tonio has not been prepared for this turn of events As you know dessert is a string of lowercase English letters Tonio remembered the rule of desserts a string s of length n Any dessert t is if the number of occurrences of t in s as a substring is by the length of t Now Tonio wants to know the number of delicious substrings of s If the substring occurs several times in the string s then all occurrences must be taken into account ,"[0, 1, 0, 0, 0]"
Alexandra has an even length array a consisting of 0s and 1s The elements of the array are enumerated from 1 to n She wants to remove frac n 2 elements where n length of array in the way that alternating sum of the array will be equal 0 i e a 1 a 2 a 3 a 4 dotsc 0 In other words Alexandra wants sum of all elements at the odd positions and sum of all elements at the even positions to become equal The elements that you remove don t have to be consecutive For example if she has a 1 0 1 0 0 0 and she removes 2nd and 4th elements a will become equal 1 1 0 0 and its alternating sum is 1 1 0 0 0 Help her ,"[0, 1, 0, 0, 0]"
Andrew and Eugene are playing a game Initially Andrew has string consisting of digits Eugene sends Andrew multiple queries of type that means replace all digits in string with substrings equal to For example if then query transforms to and query replace 3 by an empty string transforms it to After all the queries Eugene asks Andrew to find the remainder after division of number with decimal representation equal to by When you represent as a decimal number please ignore the leading zeroes also if is an empty string then it s assumed that the number equals to zero Andrew got tired of processing Eugene s requests manually and he asked you to write a program for that Help him ,"[0, 0, 0, 1, 0]"
Nam is playing with a string on his computer The string consists of lowercase English letters It is meaningless so Nam decided to make the string more beautiful that is to make it be a palindrome by using 4 arrow keys left right up down There is a cursor pointing at some symbol of the string Suppose that cursor is at position the string uses 1 based indexing now Left and right arrow keys are used to move cursor around the string The string is cyclic that means that when Nam presses left arrow key the cursor will move to position if or to the end of the string i e position otherwise The same holds when he presses the right arrow key if the cursor appears at the beginning of the string When Nam presses up arrow key the letter which the text cursor is pointing to will change to the next letter in English alphabet assuming that alphabet is also cyclic i e after follows The same holds when he presses the down arrow key Initially the text cursor is at position Because Nam has a lot homework to do he wants to complete this as fast as possible Can you help him by calculating the minimum number of arrow keys presses to make the string to be a palindrome ,"[1, 0, 1, 0, 0]"
Bob is about to take a hot bath There are two taps to fill the bath a hot water tap and a cold water tap The cold water s temperature is and the hot water s temperature is The cold water tap can transmit any integer number of water units per second from to inclusive Similarly the hot water tap can transmit from to water units per second If water units per second flow through the first tap and water units per second flow through the second tap then the resulting bath water temperature will be Bob wants to open both taps so that the bath water temperature was not less than However the temperature should be as close as possible to this value If there are several optimal variants Bob chooses the one that lets fill the bath in the quickest way possible Determine how much each tap should be opened so that Bob was pleased with the result in the end ,"[0, 1, 0, 0, 0]"
Dima has a birthday soon It s a big day Saryozha s present to Dima is that Seryozha won t be in the room and won t disturb Dima and Inna as they celebrate the birthday Inna s present to Dima is a stack a queue and a deck Inna wants her present to show Dima how great a programmer he is For that she is going to give Dima commands one by one There are two types of commands Add a given number into one of containers For the queue and the stack you can add elements only to the end For the deck you can add elements to the beginning and to the end Extract a number from each of at most three distinct containers Tell all extracted numbers to Inna and then empty all containers In the queue container you can extract numbers only from the beginning In the stack container you can extract numbers only from the end In the deck number you can extract numbers from the beginning and from the end You cannot extract numbers from empty containers Every time Dima makes a command of the second type Inna kisses Dima some possibly zero number of times Dima knows Inna perfectly well he is sure that this number equals the sum of numbers he extracts from containers during this operation As we ve said before Dima knows Inna perfectly well and he knows which commands Inna will give to Dima and the order of the commands Help Dima find the strategy that lets him give as more kisses as possible for his birthday ,"[1, 0, 1, 0, 0]"
Vasya decided to go to the grocery store He found in his wallet a coins of 1 burle and b coins of 2 burles He does not yet know the total cost of all goods so help him find out s s 0 the positive integer amount of money he pay without change or pay at all using only his coins For example if a 1 and b 1 he has one 1 burle coin and one 2 burle coin then he can pay 1 burle without change paying with one 1 burle coin he can pay 2 burle without change paying with one 2 burle coin he can pay 3 burle without change by paying with one 1 burle coin and one 2 burle coin he cannot pay 4 burle without change moreover he cannot pay this amount at all So for a 1 and b 1 the answer is s 4 ,"[1, 1, 0, 0, 0]"
You are given an array of integers a of length n Let s call an array of integers b of length n if a i neq b i for i from 1 to n a 1 a 2 ldots a n b 1 b 2 ldots b n Does a good array exist ,"[0, 1, 1, 0, 0]"
You are given a rooted tree consisting of n vertices numbered from 1 to n Vertex 1 is the root of the tree Each vertex has an integer value The value of i th vertex is a i You can do the following operation at most k times Choose a vertex v and an integer x such that x is a common divisor of the values of all vertices of the subtree of v Multiply by x the value of each vertex in the subtree of v What is the maximum possible value of the root node 1 after at most k operations Formally you have to maximize the value of a 1 A tree is a connected undirected graph without cycles A rooted tree is a tree with a selected vertex which is called the root The subtree of a node u is the set of all nodes y such that the simple path from y to the root passes through u Note that u is in the subtree of u ,"[0, 1, 0, 1, 0]"
There is a street with n sights with sight number i being i miles from the beginning of the street Sight number i has beauty b i You want to start your morning jog l miles and end it r miles from the beginning of the street By the time you run you will see sights you run by including sights at l and r miles from the start You are interested in the 3 most beautiful sights along your jog but every mile you run you get more and more tired So choose l and r such that there are at least 3 sights you run by and the sum of beauties of the 3 most beautiful sights minus the distance in miles you have to run is maximized More formally choose l and r such that b i 1 b i 2 b i 3 r l is maximum possible where i 1 i 2 i 3 are the indices of the three maximum elements in range l r ,"[1, 0, 0, 1, 0]"
A bracket sequence is a string containing only characters and A regular bracket sequence is a bracket sequence that can be transformed into a correct arithmetic expression by inserting characters and between the original characters of the sequence For example bracket sequences and are regular the resulting expressions are and and and are not You are given a regular bracket sequence s and an integer number k Your task is to find a regular bracket sequence of length exactly k such that it is also a subsequence of s It is guaranteed that such sequence always exists ,"[1, 0, 0, 0, 0]"
Arkady words in a large company There are employees working in a system of a strict hierarchy Namely each employee with an exception of the CEO has exactly one immediate manager The CEO is a manager through a chain of immediate managers of all employees Each employee has an integer rank The CEO has rank equal to each other employee has rank equal to the rank of his immediate manager plus Arkady has a good post in the company however he feels that he is nobody in the company s structure and there are a lot of people who can replace him He introduced the value of Consider an employee and an employee the latter being manager of not necessarily immediate Then the replaceability of with respect to is the number of subordinates not necessarily immediate of the manager whose rank is not greater than the rank of Apart from replaceability Arkady introduced the value of The negligibility of employee equals the sum of his replaceabilities with respect to all his managers i e where the sum is taken over all his managers Arkady is interested not only in negligibility of himself but also in negligibility of all employees in the company Find the negligibility of each employee for Arkady ,"[0, 0, 0, 0, 1]"
There is a n times m grid You are standing at cell 1 1 and your goal is to finish at cell n m You can move to the neighboring cells to the right or down In other words suppose you are standing at cell x y You can move right to the cell x y 1 it costs x burles move down to the cell x 1 y it costs y burles Can you reach cell n m spending k burles ,"[0, 1, 0, 1, 0]"
